id_2gis,название,номер_зоны,район,микрорайон,широта,долгота,платная,мест_всего,спец_места,тип_парковки,часы_работы,ссылка_2гис
70030076980486505,Парковка №2013,2013,Алмалинский,,43.24267,76.892655,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076980486505
70030076980547613,Парковка №2013,2013,Алмалинский,,43.244169,76.891036,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980547613
70030076980632887,Парковка №2013,2013,Алмалинский,,43.243183,76.899648,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030076980632887
70030076980650979,Парковка №2013,2013,Алмалинский,,43.24401,76.91168,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980650979
70030077027762511,Парковка №2013,2013,Алмалинский,,43.240284,76.903998,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030077027762511
70030077051020057,Парковка №2014,2014,Алмалинский,,43.243642,76.906164,Да,40,,ground,24/7,https://2gis.kz/almaty/firm/70030077051020057
70030076899743874,Парковка №2016,2016,Алмалинский,,43.2424,76.9308,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076899743874
9430468312624052,Парковка №2016,2016,Алмалинский,,43.243282,76.927996,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312624052
9430468312640923,Парковка №2016,2016,Алмалинский,,43.2436,76.927215,Нет,15,Для инвалидов: 3,ground,24/7,https://2gis.kz/almaty/firm/9430468312640923
70030076189204493,Парковка №2016,2016,Алмалинский,,43.244222,76.927054,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076189204493
70030076193677196,Парковка №2016,2016,Алмалинский,,43.243536,76.929597,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076193677196
70030076980016292,Парковка №2016,2016,Алмалинский,,43.243401,76.927474,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076980016292
70030077077201060,Парковка №2016,2016,Алмалинский,,43.246422,76.930092,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030077077201060
9430468312640762,Парковка №2016,2016,Алмалинский,,43.242585,76.932635,Да,30,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312640762
9430468312640764,Парковка №2016,2016,Алмалинский,,43.242532,76.932543,Нет,15,,ground,24/7,https://2gis.kz/almaty/firm/9430468312640764
70030076440939958,Парковка №2016,2016,Алмалинский,,43.243758,76.932862,Да,13,,ground,24/7,https://2gis.kz/almaty/firm/70030076440939958
70030076663420371,Парковка №2016,2016,Алмалинский,,43.243655,76.931345,Да,9,,ground,24/7,https://2gis.kz/almaty/firm/70030076663420371
70030076191444998,Парковка №2017,2017,Алмалинский,,43.244113,76.938427,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076191444998
9430468281762246,Парковка №2017,2017,Алмалинский,,43.248522,76.933614,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762246
9430468309635925,Парковка №2017,2017,Алмалинский,,43.247132,76.937284,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/9430468309635925
9430468312477523,Парковка №2017,2017,Алмалинский,,43.24572,76.936422,Да,25,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312477523
9430468312478742,Парковка №2017,2017,Алмалинский,,43.248844,76.934549,Да,4,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312478742
9430468312533497,Парковка №2017,2017,Алмалинский,,43.245929,76.939581,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312533497
9430468312533865,Парковка №2017,2017,Алмалинский,,43.245832,76.938078,Нет,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312533865
9430468312580903,Парковка №2017,2017,Алмалинский,,43.244221,76.939913,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312580903
9430468312590650,Парковка №2017,2017,Алмалинский,,43.243962,76.938074,Да,6,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312590650
9430468312625302,Парковка №2017,2017,Алмалинский,,43.243886,76.935143,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312625302
9430468312627996,Парковка №2017,2017,Алмалинский,,43.244256,76.9357,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312627996
9430468312628184,Парковка №2017,2017,Алмалинский,,43.249049,76.937611,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312628184
70030076979587052,Парковка №2017,2017,Алмалинский,,43.243843,76.934474,Да,5,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076979587052
9430468312627247,Парковка №2017,2017,Алмалинский,,43.244379,76.934079,Да,10,Для инвалидов: 3,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312627247
70030076421762504,Парковка №2017,2017,Алмалинский,,43.247406,76.933751,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076421762504
70030076436160579,Парковка №2017,2017,Алмалинский,,43.243886,76.936822,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076436160579
70030076979587472,Парковка №2017,2017,Алмалинский,,43.244007,76.936677,Да,5,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/70030076979587472
70030077147681141,Парковка №2017,2017,Алмалинский,,43.244406,76.937591,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030077147681141
9430468312648862,Парковка №2017,2017,Алмалинский,,43.245314,76.937479,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/9430468312648862
70030076130106441,Парковка №2017,2017,Алмалинский,,43.248213,76.937139,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/70030076130106441
70030076177932157,Парковка №2017,2017,Алмалинский,,43.248964,76.936337,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076177932157
70030076681974327,Парковка №2017,2017,Алмалинский,,43.249049,76.937611,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076681974327
70030076898249566,Парковка №2017,2017,Алмалинский,,43.249147,76.939018,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076898249566
70030076979607884,Парковка №2017,2017,Алмалинский,,43.245997,76.940475,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076979607884
70030077147680974,Парковка №2017,2017,Алмалинский,,43.244896,76.93753,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030077147680974
9430468312588794,Парковка №2018,2018,Алмалинский,,43.243173,76.942837,Да,20,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312588794
9430468312585567,Парковка №2018,2018,Алмалинский,,43.246081,76.941656,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312585567
9430468312588751,Парковка №2018,2018,Алмалинский,,43.24435,76.941957,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312588751
9430468312588800,Парковка №2018,2018,Алмалинский,,43.243965,76.942743,Да,7,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312588800
70030076150156178,Парковка №2018,2018,Алмалинский,,43.24793,76.94368,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076150156178
70030076208619045,Парковка №2018,2018,Алмалинский,,43.249304,76.941076,Нет,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076208619045
70030076172226344,Парковка №2018,2018,Алмалинский,,43.247672,76.941466,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076172226344
70030076157506637,Парковка №2018,2018,Алмалинский,,43.24472,76.947055,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/70030076157506637
70030076191585232,Парковка №2018,2018,Алмалинский,,43.244501,76.944231,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/70030076191585232
70030076216211980,Парковка №2018,2018,Алмалинский,,43.242955,76.943074,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076216211980
70030076192074635,Парковка №2018,2018,Алмалинский,,43.245235,76.942773,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/70030076192074635
70030076197679569,Парковка №2018,2018,Алмалинский,,43.247819,76.943421,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076197679569
70030076428575202,Парковка №2018,2018,Алмалинский,,43.245054,76.942587,Да,10,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076428575202
70030076979928053,Парковка №2018,2018,Алмалинский,,43.24785,76.943832,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076979928053
70030076979928109,Парковка №2018,2018,Алмалинский,,43.247858,76.942738,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076979928109
70030076979928128,Парковка №2018,2018,Алмалинский,,43.247768,76.942759,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076979928128
70030076187658695,Парковка №2021,2021,Алмалинский,,43.247751,76.876999,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076187658695
70030076980029971,Парковка №2021,2021,Алмалинский,,43.247775,76.876812,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076980029971
9430468281762015,Парковка №2024,2024,Алмалинский,микрорайон Тастак-3,43.256334,76.8872,Да,100,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762015
70030076996909192,Парковка №2025,2025,Алмалинский,микрорайон Тастак-3,43.25821,76.885477,Да,50,,ground,24/7,https://2gis.kz/almaty/firm/70030076996909192
9430468312264562,Парковка №2041,2041,Алмалинский,,43.266248,76.930943,Да,15,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468312264562
70030076166435430,Парковка №2042,2042,Алмалинский,,43.266093,76.934893,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076166435430
70030076130098558,Парковка №2042,2042,Алмалинский,,43.264014,76.935164,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076130098558
70030076177575702,Парковка №2042,2042,Алмалинский,,43.268243,76.930866,Да,10,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076177575702
70030076299782405,Парковка №2042,2042,Алмалинский,,43.268032,76.931144,Да,12,,ground,24/7,https://2gis.kz/almaty/firm/70030076299782405
70030076840151673,Парковка №2042,2042,Алмалинский,,43.268926,76.934518,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076840151673
70030076945154052,Парковка №2042,2042,Алмалинский,,43.26593,76.931359,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076945154052
70030076998751920,Парковка №2042,2042,Алмалинский,,43.267054,76.93475,Да,4,,ground,24/7,https://2gis.kz/almaty/firm/70030076998751920
70030076998754546,Парковка №2042,2042,Алмалинский,,43.267557,76.934686,Да,4,,ground,24/7,https://2gis.kz/almaty/firm/70030076998754546
70030076998756428,Парковка №2042,2042,Алмалинский,,43.26923,76.934475,Да,10,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076998756428
70030076998772158,Парковка №2042,2042,Алмалинский,,43.266438,76.931715,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030076998772158
70030076998811661,Парковка №2042,2042,Алмалинский,,43.267018,76.931266,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076998811661
70030076998812077,Парковка №2042,2042,Алмалинский,,43.266503,76.931328,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076998812077
70030076998824476,Парковка №2042,2042,Алмалинский,,43.266561,76.931074,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076998824476
70030076998825110,Парковка №2042,2042,Алмалинский,,43.268404,76.931093,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076998825110
70030076998828577,Парковка №2042,2042,Алмалинский,,43.267565,76.9312,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076998828577
70030076998830393,Парковка №2042,2042,Алмалинский,,43.265571,76.931404,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076998830393
70030076158974026,Парковка №2042,2042,Алмалинский,,43.267572,76.936396,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076158974026
70030076164053498,Парковка №2042,2042,Алмалинский,,43.269154,76.936203,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076164053498
70030076846006810,Парковка №2042,2042,Алмалинский,,43.266646,76.936823,Да,4,,ground,24/7,https://2gis.kz/almaty/firm/70030076846006810
70030076998741065,Парковка №2042,2042,Алмалинский,,43.265027,76.935039,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076998741065
70030076306306909,Парковка №2043,2043,Алмалинский,,43.264732,76.940292,Да,5,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076306306909
70030076326095737,Парковка №2043,2043,Алмалинский,,43.264444,76.94033,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076326095737
70030076636887052,Парковка №2043,2043,Алмалинский,,43.266973,76.939284,Да,4,,ground,24/7,https://2gis.kz/almaty/firm/70030076636887052
70030076998839069,Парковка №2043,2043,Алмалинский,,43.265336,76.940216,Да,8,,ground,24/7,https://2gis.kz/almaty/firm/70030076998839069
70030076998839647,Парковка №2043,2043,Алмалинский,,43.266378,76.939874,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076998839647
70030077011391029,Парковка №2043,2043,Алмалинский,,43.26698,76.941498,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030077011391029
70030077011391035,Парковка №2043,2043,Алмалинский,,43.267042,76.942569,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030077011391035
70030076172098445,Парковка №2043,2043,Алмалинский,,43.264591,76.94381,Да,30,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076172098445
70030077135689436,Парковка №2043,2043,Алмалинский,,43.264589,76.943603,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030077135689436
70030076172165212,Парковка №2043,2043,Алмалинский,,43.26731,76.944381,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076172165212
70030076326095738,Парковка №2043,2043,Алмалинский,,43.265309,76.944962,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076326095738
70030076326177839,Парковка №2043,2043,Алмалинский,,43.265057,76.942895,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076326177839
70030076998834024,Парковка №2043,2043,Алмалинский,,43.265212,76.94487,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076998834024
70030076998834083,Парковка №2043,2043,Алмалинский,,43.265174,76.94438,Да,5,,ground,24/7,https://2gis.kz/almaty/firm/70030076998834083
70030076998834187,Парковка №2043,2043,Алмалинский,,43.26516,76.944175,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076998834187
70030076998834240,Парковка №2043,2043,Алмалинский,,43.26526,76.944176,Да,3,,ground,24/7,https://2gis.kz/almaty/firm/70030076998834240
70030076998835282,Парковка №2043,2043,Алмалинский,,43.267173,76.944249,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030076998835282
70030076998835883,Парковка №2043,2043,Алмалинский,,43.267138,76.943767,Да,10,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/70030076998835883
9430468281762235,Парковка №2045,2045,Алмалинский,,43.260363,76.928254,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762235
9430468311124635,Парковка №2045,2045,Алмалинский,,43.261252,76.93023,Да,40,,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311124635
70030076153879728,Парковка №2045,2045,Алмалинский,,43.2593,76.928568,Да,34,,ground,24/7,https://2gis.kz/almaty/firm/70030076153879728
70030076155373689,Парковка №2045,2045,Алмалинский,,43.260877,76.92928,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076155373689
70030076155434645,Парковка №2045,2045,Алмалинский,,43.262093,76.928077,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076155434645
70030076155438765,Парковка №2045,2045,Алмалинский,,43.261351,76.928174,Да,13,,ground,24/7,https://2gis.kz/almaty/firm/70030076155438765
70030076155449109,Парковка №2045,2045,Алмалинский,,43.259292,76.928402,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076155449109
70030076195760553,Парковка №2045,2045,Алмалинский,,43.259267,76.930346,Да,11,,ground,24/7,https://2gis.kz/almaty/firm/70030076195760553
70030077059700454,Парковка №2045,2045,Алмалинский,,43.259818,76.928326,Да,10,,ground,24/7,https://2gis.kz/almaty/firm/70030077059700454
9430468311123794,Парковка №2045,2045,Алмалинский,,43.259491,76.930458,Нет,4,Для инвалидов: 1,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311123794
70030076155373708,Парковка №2045,2045,Алмалинский,,43.260984,76.930941,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076155373708
70030076155434107,Парковка №2045,2045,Алмалинский,,43.263018,76.930118,Да,6,,ground,24/7,https://2gis.kz/almaty/firm/70030076155434107
70030076261951836,Парковка №2045,2045,Алмалинский,,43.261152,76.931215,Да,12,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076261951836
70030076261951837,Парковка №2045,2045,Алмалинский,,43.26296,76.929314,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076261951837
70030076154856779,Парковка №2046,2046,Алмалинский,,43.261497,76.937808,Да,14,,ground,24/7,https://2gis.kz/almaty/firm/70030076154856779
70030076143863550,Парковка №2046,2046,Алмалинский,,43.263253,76.933376,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076143863550
70030076196433049,Парковка №2046,2046,Алмалинский,,43.261214,76.93393,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076196433049
70030076306346096,Парковка №2046,2046,Алмалинский,,43.260838,76.932079,Да,4,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076306346096
70030077014901202,Парковка №2046,2046,Алмалинский,,43.263407,76.935482,Да,7,,ground,24/7,https://2gis.kz/almaty/firm/70030077014901202
70030076196433258,Парковка №2046,2046,Алмалинский,,43.261396,76.936302,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076196433258
70030076143862554,Парковка №2046,2046,Алмалинский,,43.263558,76.937553,Да,20,,ground,24/7,https://2gis.kz/almaty/firm/70030076143862554
70030076154826909,Парковка №2046,2046,Алмалинский,,43.262206,76.937005,Да,50,Для инвалидов: 3,ground,24/7,https://2gis.kz/almaty/firm/70030076154826909
70030076181719098,Парковка №2046,2046,Алмалинский,,43.263473,76.936397,Да,25,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076181719098
9430468281761796,Парковка №2047,2047,Алмалинский,,43.260642,76.944133,Да,40,,ground,24/7,https://2gis.kz/almaty/firm/9430468281761796
70030076143862153,Парковка №2047,2047,Алмалинский,,43.264055,76.944664,Да,15,,ground,24/7,https://2gis.kz/almaty/firm/70030076143862153
9430468281761797,Парковка №2047,2047,Алмалинский,,43.263194,76.943815,Да,50,,ground,24/7,https://2gis.kz/almaty/firm/9430468281761797
9430468281761798,Парковка №2047,2047,Алмалинский,,43.260515,76.942392,Да,40,,ground,24/7,https://2gis.kz/almaty/firm/9430468281761798
9430468281762050,Парковка №2047,2047,Алмалинский,,43.263008,76.944969,Да,25,,ground,24/7,https://2gis.kz/almaty/firm/9430468281762050
70030076154854839,Парковка №2047,2047,Алмалинский,,43.261055,76.940589,Да,30,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076154854839
70030076306416555,Парковка №2047,2047,Алмалинский,,43.26008,76.940921,Да,30,,ground,24/7,https://2gis.kz/almaty/firm/70030076306416555
9430468311181050,Парковка №2047,2047,Алмалинский,,43.262254,76.940432,Да,15,Для инвалидов: 1,ground,Mon 08:00-19:00; Tue 08:00-19:00; Wed 08:00-19:00; Thu 08:00-19:00; Fri 08:00-19:00; Sat 08:00-19:00; Sun 08:00-19:00,https://2gis.kz/almaty/firm/9430468311181050
70030076143862471,Парковка №2047,2047,Алмалинский,,43.263733,76.940021,Да,18,,ground,24/7,https://2gis.kz/almaty/firm/70030076143862471
70030076161476272,Парковка №2047,2047,Алмалинский,,43.261713,76.939583,Да,20,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076161476272
70030076163859933,Парковка №2047,2047,Алмалинский,,43.262897,76.941941,Да,50,Для инвалидов: 2,ground,24/7,https://2gis.kz/almaty/firm/70030076163859933
70030076181718791,Парковка №2047,2047,Алмалинский,,43.263872,76.942026,Да,45,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076181718791
70030076216213775,Парковка №2047,2047,Алмалинский,,43.262269,76.940635,Да,15,Для инвалидов: 1,ground,24/7,https://2gis.kz/almaty/firm/70030076216213775
